SORT,COUNTRY,NAP ,Transect_ID,LOCATION,SITE,OBSERVER,YEAR,MONTH,DAY,LAT,LONG,DEPTH,TEMPERATURE,MANAGEMENT,HABITAT,QUADRAT,HARD_CORAL,SOFT_CORAL,MACROALGAE,MONTH_B,MONTH_YEAR,MONTH_YEAR_B
130,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",13,10,0,90,November,November_2017,04_November_2017
131,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",14,5,0,95,November,November_2017,04_November_2017
132,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",15,10,0,90,November,November_2017,04_November_2017
133,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",16,5,0,95,November,November_2017,04_November_2017
134,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",17,55,0,45,November,November_2017,04_November_2017
135,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",18,45,0,55,November,November_2017,04_November_2017
136,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",19,60,40,0,November,November_2017,04_November_2017
137,MADAGASCAR,SOARIAKE,Sal_N2_05,,Salary_5,Hoamby Arielle Inès,2017,11,28,-22.53797,43.243,10,27,Restricted,"Forereef, outer reef",20,10,0,30,November,November_2017,04_November_2017
138,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",1,2,70,5,November,November_2017,04_November_2017
139,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",2,4,51,17,November,November_2017,04_November_2017
140,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",3,3,52,12,November,November_2017,04_November_2017
141,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",4,10,64,26,November,November_2017,04_November_2017
142,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",5,7,57,12,November,November_2017,04_November_2017
143,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",6,8,48,20,November,November_2017,04_November_2017
144,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",7,7,75,12,November,November_2017,04_November_2017
145,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",8,2,21,65,November,November_2017,04_November_2017
146,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",9,3,75,8,November,November_2017,04_November_2017
147,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",10,5,44,20,November,November_2017,04_November_2017
148,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",11,0,5,25,November,November_2017,04_November_2017
149,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",12,5,15,25,November,November_2017,04_November_2017
150,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",13,5,10,35,November,November_2017,04_November_2017
151,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",14,15,30,30,November,November_2017,04_November_2017
152,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",15,5,0,20,November,November_2017,04_November_2017
153,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",16,25,25,40,November,November_2017,04_November_2017
154,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",17,5,15,50,November,November_2017,04_November_2017
155,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",18,5,5,50,November,November_2017,04_November_2017
156,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",19,5,5,50,November,November_2017,04_November_2017
157,MADAGASCAR,SOARIAKE,Andravona_08,,ANDREFANA ANKARIAKE 8,Hoamby Arielle Inès,2017,11,25,-22.46936,43.23638,10.6,28,Restricted,"Forereef, outer reef, ",20,20,0,50,November,November_2017,04_November_2017
158,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,1,3,15,50,November,November_2017,04_November_2017
159,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,2,4,20,75,November,November_2017,04_November_2017
160,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,3,12,15,61,November,November_2017,04_November_2017
161,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,4,3,17,76,November,November_2017,04_November_2017
162,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,5,11,25,50,November,November_2017,04_November_2017
163,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,6,5,20,73,November,November_2017,04_November_2017
164,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,7,5,17,77,November,November_2017,04_November_2017
165,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,8,6,23,75,November,November_2017,04_November_2017
166,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,9,5,10,80,November,November_2017,04_November_2017
167,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,10,20,,60,November,November_2017,04_November_2017
168,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,11,5,,80,November,November_2017,04_November_2017
169,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,12,5,5,80,November,November_2017,04_November_2017
170,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,13,5,5,75,November,November_2017,04_November_2017
171,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,14,5,5,75,November,November_2017,04_November_2017
172,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,15,5,5,70,November,November_2017,04_November_2017
173,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,16,5,5,80,November,November_2017,04_November_2017
174,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,17,10,5,75,November,November_2017,04_November_2017
175,MADAGASCAR,SOARIAKE,Antsa_09,,Antsaha_9,Hoamby Arielle Inès,2017,11,24,,,10.6,26,,,18,5,5,75,November,November_2017,04_November_2017
176,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,1,65,5,10,November,November_2017,04_November_2017
177,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,2,67,30,5,November,November_2017,04_November_2017
178,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,3,58,10,5,November,November_2017,04_November_2017
179,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,4,70,15,10,November,November_2017,04_November_2017
180,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,5,63,25,10,November,November_2017,04_November_2017
181,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,6,51,23,13,November,November_2017,04_November_2017
182,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,7,47,19,12,November,November_2017,04_November_2017
183,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,8,15,10,5,November,November_2017,04_November_2017
184,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,9,20,0,5,November,November_2017,04_November_2017
185,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,10,20,10,5,November,November_2017,04_November_2017
186,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,11,15,5,5,November,November_2017,04_November_2017
187,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,12,40,5,5,November,November_2017,04_November_2017
188,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,13,25,30,5,November,November_2017,04_November_2017
189,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,14,15,5,5,November,November_2017,04_November_2017
190,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,15,35,10,0,November,November_2017,04_November_2017
191,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,16,50,10,0,November,November_2017,04_November_2017
192,MADAGASCAR,SOARIAKE,Tsand_10,,TSAD10,Hoamby Arielle Inès,2017,11,24,-22.73958,43.31625,12.1,26,Restricted,,17,40,5,0,November,November_2017,04_November_2017
193,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,1,50,5,10,November,November_2017,04_November_2017
194,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,2,20,0,5,November,November_2017,04_November_2017
195,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,3,15,2,15,November,November_2017,04_November_2017
196,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,4,40,0,2,November,November_2017,04_November_2017
197,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,5,45,5,10,November,November_2017,04_November_2017
198,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,6,15,20,5,November,November_2017,04_November_2017
199,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,7,10,15,30,November,November_2017,04_November_2017
200,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,8,5,5,25,November,November_2017,04_November_2017
201,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,9,70,20,0,November,November_2017,04_November_2017
202,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,10,25,2,5,November,November_2017,04_November_2017
203,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,11,75,5,10,November,November_2017,04_November_2017
204,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,12,60,10,15,November,November_2017,04_November_2017
205,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,13,35,50,5,November,November_2017,04_November_2017
206,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,14,25,10,20,November,November_2017,04_November_2017
207,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,15,60,25,10,November,November_2017,04_November_2017
208,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,16,25,70,5,November,November_2017,04_November_2017
209,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,17,50,20,30,November,November_2017,04_November_2017
210,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,18,60,20,5,November,November_2017,04_November_2017
211,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,19,25,65,5,November,November_2017,04_November_2017
212,MADAGASCAR,SOARIAKE,Sal_N1_11,,Salary N1 (SAL-11),TOKY et BEBE JEAN,2017,11,26,22.60613,43.25129,9,,,,20,80,2,5,November,November_2017,04_November_2017
213,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,1,15,40,5,November,November_2017,04_November_2017
214,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,2,20,60,10,November,November_2017,04_November_2017
215,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,3,15,10,20,November,November_2017,04_November_2017
216,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,4,30,65,2,November,November_2017,04_November_2017
217,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,5,50,30,5,November,November_2017,04_November_2017
218,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,6,15,30,5,November,November_2017,04_November_2017
219,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,7,20,70,2,November,November_2017,04_November_2017
220,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,8,10,75,0,November,November_2017,04_November_2017
221,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,9,35,10,10,November,November_2017,04_November_2017
222,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,10,60,20,5,November,November_2017,04_November_2017
223,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,11,80,5,0,November,November_2017,04_November_2017
224,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,12,75,10,5,November,November_2017,04_November_2017
225,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,13,60,25,0,November,November_2017,04_November_2017
226,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,14,10,10,5,November,November_2017,04_November_2017
227,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,15,10,30,10,November,November_2017,04_November_2017
228,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,16,5,5,5,November,November_2017,04_November_2017
229,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,17,60,20,3,November,November_2017,04_November_2017
230,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,18,40,40,20,November,November_2017,04_November_2017
231,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,19,5,5,20,November,November_2017,04_November_2017
232,MADAGASCAR,SOARIAKE,Andravona_12,,Andravona (ANDR12),Toky and BEBE JEAN,2017,11,25,22.44011,43.23909,10,,,,20,20,60,0,November,November_2017,04_November_2017
233,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",1,3,65,5,November,November_2017,04_November_2017
234,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",2,9,70,6,November,November_2017,04_November_2017
235,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",3,20,73,4,November,November_2017,04_November_2017
236,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",4,13,80,6,November,November_2017,04_November_2017
237,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",5,20,77,1,November,November_2017,04_November_2017
238,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",6,16,71,5,November,November_2017,04_November_2017
239,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",7,10,72,3,November,November_2017,04_November_2017
240,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",8,5,68,3,November,November_2017,04_November_2017
241,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",9,6,83,2,November,November_2017,04_November_2017
242,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",10,8,78,3,November,November_2017,04_November_2017
243,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",11,5,40,50,November,November_2017,04_November_2017
244,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",12,5,60,30,November,November_2017,04_November_2017
245,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",13,5,35,30,November,November_2017,04_November_2017
246,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",14,30,25,45,November,November_2017,04_November_2017
247,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",15,70,10,20,November,November_2017,04_November_2017
248,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",16,10,20,15,November,November_2017,04_November_2017
249,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",17,15,40,35,November,November_2017,04_November_2017
250,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",18,30,15,25,November,November_2017,04_November_2017
251,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",19,5,25,40,November,November_2017,04_November_2017
252,MADAGASCAR,SOARIAKE,Sal_N2_13,,Salary 13,Hoamby Arielle Inès,2017,11,26,-22.55948,43.22846,12,28,Restricted,"Outer reef, forereef",20,15,35,25,November,November_2017,04_November_2017
253,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",1,80,0,0,December,December_2017,04_November_2017
254,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",2,75,0,0,December,December_2017,04_November_2017
255,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",3,65,0,0,December,December_2017,04_November_2017
256,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",4,70,0,0,December,December_2017,04_November_2017
257,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",5,95,0,0,December,December_2017,04_November_2017
258,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",6,85,0,0,December,December_2017,04_November_2017
259,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",7,90,0,0,December,December_2017,04_November_2017
260,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",8,90,0,0,December,December_2017,04_November_2017
261,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",9,85,2,0,December,December_2017,04_November_2017
262,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",10,75,0,0,December,December_2017,04_November_2017
263,MADAGASCAR,ANKAREA,NosyLava_01,Ratapenjika,NOSL1 (NOSY LAVA),TOKY,2017,12,3,,,11.9,29,No Take,"Fringing, Forereef",11,60,0,5,December,December_2017,04_November_2017
